"BehaviorSpace results (NetLogo 6.0)"
"diffusion.nlogo"
"experiment"
"04/08/2019 21:48:53:577 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","rewiring-proportion","infect-seed-neighbors","number-of-nodes","average-node-degree","threshold-value","[step]","count turtles with [color = green]"
"16","0.01","true","500","4","1","29","332"
"10","0","true","500","4","1","117","473"
"9","0","true","500","4","1","124","500"
"18","0.01","true","500","4","1","30","488"
"10","0","true","500","4","1","118","477"
"16","0.01","true","500","4","1","30","336"
"18","0.01","true","500","4","1","31","496"
"10","0","true","500","4","1","119","481"
"18","0.01","true","500","4","1","32","500"
"16","0.01","true","500","4","1","31","340"
"10","0","true","500","4","1","120","485"
"16","0.01","true","500","4","1","32","347"
"10","0","true","500","4","1","121","489"
"10","0","true","500","4","1","122","493"
"16","0.01","true","500","4","1","33","355"
"10","0","true","500","4","1","123","497"
"16","0.01","true","500","4","1","34","365"
"20","0.01","true","500","4","1","6","40"
"10","0","true","500","4","1","124","500"
"16","0.01","true","500","4","1","35","374"
"16","0.01","true","500","4","1","36","382"
"16","0.01","true","500","4","1","37","390"
"23","0.02","true","500","4","1","0","5"
"20","0.01","true","500","4","1","7","48"
"16","0.01","true","500","4","1","38","398"
"22","0.02","true","500","4","1","0","5"
"23","0.02","true","500","4","1","1","13"
"24","0.02","true","500","4","1","0","5"
"16","0.01","true","500","4","1","39","406"
"23","0.02","true","500","4","1","2","25"
"24","0.02","true","500","4","1","1","13"
"16","0.01","true","500","4","1","40","411"
"23","0.02","true","500","4","1","3","38"
"16","0.01","true","500","4","1","41","415"
"23","0.02","true","500","4","1","4","54"
"24","0.02","true","500","4","1","2","22"
"16","0.01","true","500","4","1","42","419"
"23","0.02","true","500","4","1","5","70"
"20","0.01","true","500","4","1","8","56"
"24","0.02","true","500","4","1","3","31"
"16","0.01","true","500","4","1","43","423"
"23","0.02","true","500","4","1","6","89"
"16","0.01","true","500","4","1","44","427"
"24","0.02","true","500","4","1","4","43"
"23","0.02","true","500","4","1","7","116"
"16","0.01","true","500","4","1","45","431"
"22","0.02","true","500","4","1","1","9"
"21","0.02","true","500","4","1","0","5"
"20","0.01","true","500","4","1","9","64"
"23","0.02","true","500","4","1","8","150"
"24","0.02","true","500","4","1","5","55"
"16","0.01","true","500","4","1","46","435"
"23","0.02","true","500","4","1","9","181"
"21","0.02","true","500","4","1","1","11"
"16","0.01","true","500","4","1","47","439"
"20","0.01","true","500","4","1","10","72"
"24","0.02","true","500","4","1","6","67"
"1","0","true","500","4","1","6","29"
"22","0.02","true","500","4","1","2","13"
"23","0.02","true","500","4","1","10","215"
"21","0.02","true","500","4","1","2","19"
"20","0.01","true","500","4","1","11","80"
"24","0.02","true","500","4","1","7","80"
"16","0.01","true","500","4","1","48","443"
"23","0.02","true","500","4","1","11","252"
"16","0.01","true","500","4","1","49","447"
"21","0.02","true","500","4","1","3","27"
"23","0.02","true","500","4","1","12","286"
"20","0.01","true","500","4","1","12","89"
"22","0.02","true","500","4","1","3","18"
"23","0.02","true","500","4","1","13","320"
"16","0.01","true","500","4","1","50","451"
"23","0.02","true","500","4","1","14","348"
"16","0.01","true","500","4","1","51","456"
"22","0.02","true","500","4","1","4","26"
"23","0.02","true","500","4","1","15","375"
"20","0.01","true","500","4","1","13","101"
"16","0.01","true","500","4","1","52","465"
"23","0.02","true","500","4","1","16","404"
"22","0.02","true","500","4","1","5","34"
"16","0.01","true","500","4","1","53","477"
"23","0.02","true","500","4","1","17","433"
"20","0.01","true","500","4","1","14","113"
"23","0.02","true","500","4","1","18","456"
"16","0.01","true","500","4","1","54","489"
"22","0.02","true","500","4","1","6","42"
"16","0.01","true","500","4","1","55","495"
"21","0.02","true","500","4","1","4","35"
"20","0.01","true","500","4","1","15","126"
"23","0.02","true","500","4","1","19","469"
"22","0.02","true","500","4","1","7","51"
"16","0.01","true","500","4","1","56","499"
"23","0.02","true","500","4","1","20","481"
"20","0.01","true","500","4","1","16","142"
"16","0.01","true","500","4","1","57","500"
"23","0.02","true","500","4","1","21","488"
"23","0.02","true","500","4","1","22","492"
"22","0.02","true","500","4","1","8","63"
"20","0.01","true","500","4","1","17","155"
"23","0.02","true","500","4","1","23","496"
"23","0.02","true","500","4","1","24","500"
"20","0.01","true","500","4","1","18","170"
"22","0.02","true","500","4","1","9","76"
"21","0.02","true","500","4","1","5","44"
"20","0.01","true","500","4","1","19","190"
"22","0.02","true","500","4","1","10","92"
"20","0.01","true","500","4","1","20","212"
"22","0.02","true","500","4","1","11","111"
"21","0.02","true","500","4","1","6","57"
"22","0.02","true","500","4","1","12","133"
"20","0.01","true","500","4","1","21","239"
"20","0.01","true","500","4","1","22","271"
"21","0.02","true","500","4","1","7","74"
"22","0.02","true","500","4","1","13","160"
"24","0.02","true","500","4","1","8","96"
"20","0.01","true","500","4","1","23","302"
"22","0.02","true","500","4","1","14","189"
"21","0.02","true","500","4","1","8","96"
"20","0.01","true","500","4","1","24","330"
"22","0.02","true","500","4","1","15","223"
"24","0.02","true","500","4","1","9","119"
"21","0.02","true","500","4","1","9","118"
"20","0.01","true","500","4","1","25","356"
"22","0.02","true","500","4","1","16","268"
"20","0.01","true","500","4","1","26","376"
"25","0.02","true","500","4","1","0","5"
"24","0.02","true","500","4","1","10","149"
"21","0.02","true","500","4","1","10","147"
"22","0.02","true","500","4","1","17","317"
"20","0.01","true","500","4","1","27","396"
"22","0.02","true","500","4","1","18","354"
"21","0.02","true","500","4","1","11","183"
"25","0.02","true","500","4","1","1","9"
"20","0.01","true","500","4","1","28","416"
"24","0.02","true","500","4","1","11","186"
"22","0.02","true","500","4","1","19","383"
"21","0.02","true","500","4","1","12","222"
"20","0.01","true","500","4","1","29","432"
"22","0.02","true","500","4","1","20","411"
"24","0.02","true","500","4","1","12","224"
"25","0.02","true","500","4","1","2","16"
"20","0.01","true","500","4","1","30","448"
"21","0.02","true","500","4","1","13","261"
"22","0.02","true","500","4","1","21","435"
"20","0.01","true","500","4","1","31","462"
"21","0.02","true","500","4","1","14","292"
"22","0.02","true","500","4","1","22","455"
"24","0.02","true","500","4","1","13","264"
"20","0.01","true","500","4","1","32","471"
"25","0.02","true","500","4","1","3","24"
"21","0.02","true","500","4","1","15","317"
"22","0.02","true","500","4","1","23","474"
"20","0.01","true","500","4","1","33","479"
"24","0.02","true","500","4","1","14","298"
"22","0.02","true","500","4","1","24","485"
"21","0.02","true","500","4","1","16","350"
"20","0.01","true","500","4","1","34","486"
"25","0.02","true","500","4","1","4","32"
"22","0.02","true","500","4","1","25","492"
"24","0.02","true","500","4","1","15","335"
"26","0.02","true","500","4","1","0","5"
"20","0.01","true","500","4","1","35","490"
"21","0.02","true","500","4","1","17","388"
"22","0.02","true","500","4","1","26","496"
"25","0.02","true","500","4","1","5","41"
"24","0.02","true","500","4","1","16","372"
"20","0.01","true","500","4","1","36","494"
"22","0.02","true","500","4","1","27","500"
"21","0.02","true","500","4","1","18","416"
"24","0.02","true","500","4","1","17","405"
"20","0.01","true","500","4","1","37","498"
"21","0.02","true","500","4","1","19","442"
"25","0.02","true","500","4","1","6","57"
"20","0.01","true","500","4","1","38","500"
"26","0.02","true","500","4","1","1","9"
"27","0.02","true","500","4","1","0","5"
"21","0.02","true","500","4","1","20","463"
"24","0.02","true","500","4","1","18","430"
"25","0.02","true","500","4","1","7","82"
"21","0.02","true","500","4","1","21","478"
"24","0.02","true","500","4","1","19","449"
"26","0.02","true","500","4","1","2","13"
"21","0.02","true","500","4","1","22","487"
"25","0.02","true","500","4","1","8","116"
"24","0.02","true","500","4","1","20","468"
"27","0.02","true","500","4","1","1","9"
"21","0.02","true","500","4","1","23","495"
"25","0.02","true","500","4","1","9","147"
"24","0.02","true","500","4","1","21","483"
"21","0.02","true","500","4","1","24","499"
"25","0.02","true","500","4","1","10","182"
"24","0.02","true","500","4","1","22","493"
"21","0.02","true","500","4","1","25","500"
"26","0.02","true","500","4","1","3","17"
"25","0.02","true","500","4","1","11","225"
"24","0.02","true","500","4","1","23","497"
"25","0.02","true","500","4","1","12","271"
"24","0.02","true","500","4","1","24","500"
"25","0.02","true","500","4","1","13","318"
"26","0.02","true","500","4","1","4","21"
"28","0.02","true","500","4","1","0","5"
"25","0.02","true","500","4","1","14","360"
"29","0.02","true","500","4","1","0","5"
"25","0.02","true","500","4","1","15","402"
"25","0.02","true","500","4","1","16","437"
"28","0.02","true","500","4","1","1","9"
"29","0.02","true","500","4","1","1","9"
"26","0.02","true","500","4","1","5","26"
"25","0.02","true","500","4","1","17","464"
"25","0.02","true","500","4","1","18","480"
"28","0.02","true","500","4","1","2","13"
"27","0.02","true","500","4","1","2","13"
"25","0.02","true","500","4","1","19","488"
"26","0.02","true","500","4","1","6","34"
"25","0.02","true","500","4","1","20","495"
"29","0.02","true","500","4","1","2","14"
"28","0.02","true","500","4","1","3","19"
"26","0.02","true","500","4","1","7","43"
"25","0.02","true","500","4","1","21","499"
"30","0.02","true","500","4","1","0","5"
"25","0.02","true","500","4","1","22","500"
"29","0.02","true","500","4","1","3","22"
"28","0.02","true","500","4","1","4","27"
"26","0.02","true","500","4","1","8","55"
"30","0.02","true","500","4","1","1","9"
"31","0.03","true","500","4","1","0","5"
"29","0.02","true","500","4","1","4","33"
"26","0.02","true","500","4","1","9","67"
"28","0.02","true","500","4","1","5","35"
"29","0.02","true","500","4","1","5","46"
"31","0.03","true","500","4","1","1","12"
"28","0.02","true","500","4","1","6","43"
"29","0.02","true","500","4","1","6","64"
"31","0.03","true","500","4","1","2","25"
"30","0.02","true","500","4","1","2","13"
"28","0.02","true","500","4","1","7","51"
"29","0.02","true","500","4","1","7","81"
"31","0.03","true","500","4","1","3","41"
"28","0.02","true","500","4","1","8","59"
"26","0.02","true","500","4","1","10","80"
"29","0.02","true","500","4","1","8","104"
"27","0.02","true","500","4","1","3","17"
"31","0.03","true","500","4","1","4","60"
"30","0.02","true","500","4","1","3","18"
"28","0.02","true","500","4","1","9","67"
"29","0.02","true","500","4","1","9","138"
"1","0","true","500","4","1","7","33"
"32","0.03","true","500","4","1","0","5"
"30","0.02","true","500","4","1","4","27"
"28","0.02","true","500","4","1","10","75"
"31","0.03","true","500","4","1","5","88"
"29","0.02","true","500","4","1","10","176"
"27","0.02","true","500","4","1","4","21"
"28","0.02","true","500","4","1","11","86"
"29","0.02","true","500","4","1","11","214"
"31","0.03","true","500","4","1","6","123"
"26","0.02","true","500","4","1","11","97"
"28","0.02","true","500","4","1","12","105"
"29","0.02","true","500","4","1","12","250"
"31","0.03","true","500","4","1","7","163"
"29","0.02","true","500","4","1","13","282"
"30","0.02","true","500","4","1","5","39"
"32","0.03","true","500","4","1","1","12"
"28","0.02","true","500","4","1","13","135"
"31","0.03","true","500","4","1","8","208"
"26","0.02","true","500","4","1","12","115"
"29","0.02","true","500","4","1","14","316"
"27","0.02","true","500","4","1","5","25"
"28","0.02","true","500","4","1","14","175"
"31","0.03","true","500","4","1","9","244"
"32","0.03","true","500","4","1","2","21"
"26","0.02","true","500","4","1","13","136"
"30","0.02","true","500","4","1","6","55"
"29","0.02","true","500","4","1","15","352"
"31","0.03","true","500","4","1","10","285"
"28","0.02","true","500","4","1","15","219"
"27","0.02","true","500","4","1","6","29"
"29","0.02","true","500","4","1","16","385"
"32","0.03","true","500","4","1","3","29"
"31","0.03","true","500","4","1","11","322"
"30","0.02","true","500","4","1","7","72"
"28","0.02","true","500","4","1","16","270"
"26","0.02","true","500","4","1","14","161"
"27","0.02","true","500","4","1","7","33"
"29","0.02","true","500","4","1","17","415"
"31","0.03","true","500","4","1","12","353"
"28","0.02","true","500","4","1","17","322"
"32","0.03","true","500","4","1","4","37"
"30","0.02","true","500","4","1","8","92"
"29","0.02","true","500","4","1","18","440"
"26","0.02","true","500","4","1","15","184"
"27","0.02","true","500","4","1","8","37"
"28","0.02","true","500","4","1","18","368"
"29","0.02","true","500","4","1","19","462"
"32","0.03","true","500","4","1","5","45"
"26","0.02","true","500","4","1","16","202"
"30","0.02","true","500","4","1","9","112"
"28","0.02","true","500","4","1","19","414"
"29","0.02","true","500","4","1","20","475"
"27","0.02","true","500","4","1","9","41"
"32","0.03","true","500","4","1","6","54"
"31","0.03","true","500","4","1","13","375"
"26","0.02","true","500","4","1","17","219"
"29","0.02","true","500","4","1","21","483"
"28","0.02","true","500","4","1","20","446"
"30","0.02","true","500","4","1","10","134"
"32","0.03","true","500","4","1","7","66"
"29","0.02","true","500","4","1","22","490"
"28","0.02","true","500","4","1","21","467"
"27","0.02","true","500","4","1","10","45"
"26","0.02","true","500","4","1","18","239"
"29","0.02","true","500","4","1","23","494"
"28","0.02","true","500","4","1","22","482"
"32","0.03","true","500","4","1","8","81"
"26","0.02","true","500","4","1","19","264"
"29","0.02","true","500","4","1","24","498"
"30","0.02","true","500","4","1","11","163"
"28","0.02","true","500","4","1","23","493"
"29","0.02","true","500","4","1","25","500"
"27","0.02","true","500","4","1","11","49"
"32","0.03","true","500","4","1","9","104"
"28","0.02","true","500","4","1","24","499"
"26","0.02","true","500","4","1","20","293"
"30","0.02","true","500","4","1","12","199"
"28","0.02","true","500","4","1","25","500"
"32","0.03","true","500","4","1","10","128"
"27","0.02","true","500","4","1","12","53"
"26","0.02","true","500","4","1","21","325"
"30","0.02","true","500","4","1","13","242"
"32","0.03","true","500","4","1","11","165"
"26","0.02","true","500","4","1","22","360"
"27","0.02","true","500","4","1","13","57"
"32","0.03","true","500","4","1","12","205"
"30","0.02","true","500","4","1","14","294"
"31","0.03","true","500","4","1","14","399"
"32","0.03","true","500","4","1","13","248"
"30","0.02","true","500","4","1","15","340"
"27","0.02","true","500","4","1","14","61"
"31","0.03","true","500","4","1","15","423"
"30","0.02","true","500","4","1","16","380"
"32","0.03","true","500","4","1","14","290"
"31","0.03","true","500","4","1","16","443"
"27","0.02","true","500","4","1","15","65"
"30","0.02","true","500","4","1","17","413"
"32","0.03","true","500","4","1","15","327"
"31","0.03","true","500","4","1","17","461"
"30","0.02","true","500","4","1","18","439"
"32","0.03","true","500","4","1","16","363"
"27","0.02","true","500","4","1","16","69"
"31","0.03","true","500","4","1","18","473"
"30","0.02","true","500","4","1","19","459"
"32","0.03","true","500","4","1","17","398"
"31","0.03","true","500","4","1","19","481"
"32","0.03","true","500","4","1","18","427"
"27","0.02","true","500","4","1","17","73"
"30","0.02","true","500","4","1","20","473"
"31","0.03","true","500","4","1","20","489"
"32","0.03","true","500","4","1","19","454"
"34","0.03","true","500","4","1","0","5"
"26","0.02","true","500","4","1","23","399"
"30","0.02","true","500","4","1","21","483"
"27","0.02","true","500","4","1","18","77"
"32","0.03","true","500","4","1","20","474"
"30","0.02","true","500","4","1","22","491"
"32","0.03","true","500","4","1","21","484"
"34","0.03","true","500","4","1","1","13"
"27","0.02","true","500","4","1","19","81"
"31","0.03","true","500","4","1","21","494"
"26","0.02","true","500","4","1","24","430"
"32","0.03","true","500","4","1","22","492"
"30","0.02","true","500","4","1","23","499"
"32","0.03","true","500","4","1","23","499"
"27","0.02","true","500","4","1","20","90"
"30","0.02","true","500","4","1","24","500"
"34","0.03","true","500","4","1","2","29"
"31","0.03","true","500","4","1","22","498"
"32","0.03","true","500","4","1","24","500"
"27","0.02","true","500","4","1","21","108"
"26","0.02","true","500","4","1","25","454"
"31","0.03","true","500","4","1","23","500"
"34","0.03","true","500","4","1","3","58"
"27","0.02","true","500","4","1","22","123"
"34","0.03","true","500","4","1","4","94"
"27","0.02","true","500","4","1","23","136"
"26","0.02","true","500","4","1","26","475"
"34","0.03","true","500","4","1","5","140"
"27","0.02","true","500","4","1","24","152"
"27","0.02","true","500","4","1","25","170"
"26","0.02","true","500","4","1","27","486"
"34","0.03","true","500","4","1","6","190"
"27","0.02","true","500","4","1","26","189"
"34","0.03","true","500","4","1","7","242"
"34","0.03","true","500","4","1","8","286"
"27","0.02","true","500","4","1","27","210"
"34","0.03","true","500","4","1","9","322"
"27","0.02","true","500","4","1","28","235"
"34","0.03","true","500","4","1","10","354"
"35","0.03","true","500","4","1","0","5"
"27","0.02","true","500","4","1","29","268"
"34","0.03","true","500","4","1","11","388"
"27","0.02","true","500","4","1","30","301"
"36","0.03","true","500","4","1","0","5"
"34","0.03","true","500","4","1","12","422"
"35","0.03","true","500","4","1","1","10"
"27","0.02","true","500","4","1","31","330"
"34","0.03","true","500","4","1","13","449"
"27","0.02","true","500","4","1","32","363"
"35","0.03","true","500","4","1","2","18"
"36","0.03","true","500","4","1","1","9"
"34","0.03","true","500","4","1","14","472"
"27","0.02","true","500","4","1","33","402"
"34","0.03","true","500","4","1","15","486"
"37","0.03","true","500","4","1","0","5"
"27","0.02","true","500","4","1","34","439"
"35","0.03","true","500","4","1","3","27"
"36","0.03","true","500","4","1","2","16"
"27","0.02","true","500","4","1","35","467"
"34","0.03","true","500","4","1","16","494"
"26","0.02","true","500","4","1","28","493"
"27","0.02","true","500","4","1","36","483"
"35","0.03","true","500","4","1","4","40"
"37","0.03","true","500","4","1","1","9"
"36","0.03","true","500","4","1","3","27"
"34","0.03","true","500","4","1","17","500"
"27","0.02","true","500","4","1","37","494"
"27","0.02","true","500","4","1","38","498"
"35","0.03","true","500","4","1","5","60"
"36","0.03","true","500","4","1","4","46"
"37","0.03","true","500","4","1","2","16"
"26","0.02","true","500","4","1","29","497"
"27","0.02","true","500","4","1","39","500"
"36","0.03","true","500","4","1","5","74"
"26","0.02","true","500","4","1","30","500"
"37","0.03","true","500","4","1","3","26"
"35","0.03","true","500","4","1","6","90"
"36","0.03","true","500","4","1","6","115"
"35","0.03","true","500","4","1","7","129"
"33","0.03","true","500","4","1","0","5"
"37","0.03","true","500","4","1","4","41"
"36","0.03","true","500","4","1","7","154"
"35","0.03","true","500","4","1","8","172"
"36","0.03","true","500","4","1","8","187"
"37","0.03","true","500","4","1","5","66"
"35","0.03","true","500","4","1","9","224"
"36","0.03","true","500","4","1","9","227"
"35","0.03","true","500","4","1","10","276"
"36","0.03","true","500","4","1","10","273"
"35","0.03","true","500","4","1","11","322"
"36","0.03","true","500","4","1","11","322"
"35","0.03","true","500","4","1","12","365"
"37","0.03","true","500","4","1","6","102"
"38","0.03","true","500","4","1","0","5"
"36","0.03","true","500","4","1","12","366"
"35","0.03","true","500","4","1","13","403"
"36","0.03","true","500","4","1","13","405"
"37","0.03","true","500","4","1","7","144"
"38","0.03","true","500","4","1","1","9"
"35","0.03","true","500","4","1","14","437"
"36","0.03","true","500","4","1","14","437"
"1","0","true","500","4","1","8","37"
"40","0.03","true","500","4","1","0","5"
"37","0.03","true","500","4","1","8","182"
"33","0.03","true","500","4","1","1","9"
"36","0.03","true","500","4","1","15","464"
"38","0.03","true","500","4","1","2","13"
"35","0.03","true","500","4","1","15","466"
"35","0.03","true","500","4","1","16","490"
"36","0.03","true","500","4","1","16","487"
"36","0.03","true","500","4","1","17","498"
"37","0.03","true","500","4","1","9","223"
"38","0.03","true","500","4","1","3","17"
"35","0.03","true","500","4","1","17","500"
"40","0.03","true","500","4","1","1","11"
"33","0.03","true","500","4","1","2","19"
"36","0.03","true","500","4","1","18","500"
"38","0.03","true","500","4","1","4","21"
"37","0.03","true","500","4","1","10","276"
"40","0.03","true","500","4","1","2","19"
"37","0.03","true","500","4","1","11","334"
"38","0.03","true","500","4","1","5","28"
"33","0.03","true","500","4","1","3","35"
"37","0.03","true","500","4","1","12","389"
"38","0.03","true","500","4","1","6","42"
"37","0.03","true","500","4","1","13","430"
"38","0.03","true","500","4","1","7","67"
"40","0.03","true","500","4","1","3","27"
"37","0.03","true","500","4","1","14","456"
"38","0.03","true","500","4","1","8","105"
"33","0.03","true","500","4","1","4","56"
"37","0.03","true","500","4","1","15","476"
"38","0.03","true","500","4","1","9","157"
"37","0.03","true","500","4","1","16","484"
"40","0.03","true","500","4","1","4","35"
"38","0.03","true","500","4","1","10","219"
"33","0.03","true","500","4","1","5","81"
"37","0.03","true","500","4","1","17","488"
"40","0.03","true","500","4","1","5","43"
"37","0.03","true","500","4","1","18","492"
"38","0.03","true","500","4","1","11","284"
"37","0.03","true","500","4","1","19","496"
"38","0.03","true","500","4","1","12","347"
"33","0.03","true","500","4","1","6","108"
"37","0.03","true","500","4","1","20","500"
"38","0.03","true","500","4","1","13","392"
"38","0.03","true","500","4","1","14","428"
"33","0.03","true","500","4","1","7","147"
"38","0.03","true","500","4","1","15","458"
"40","0.03","true","500","4","1","6","57"
"38","0.03","true","500","4","1","16","483"
"33","0.03","true","500","4","1","8","202"
"38","0.03","true","500","4","1","17","495"
"40","0.03","true","500","4","1","7","76"
"38","0.03","true","500","4","1","18","500"
"33","0.03","true","500","4","1","9","258"
"33","0.03","true","500","4","1","10","315"
"33","0.03","true","500","4","1","11","371"
"40","0.03","true","500","4","1","8","100"
"33","0.03","true","500","4","1","12","415"
"33","0.03","true","500","4","1","13","444"
"33","0.03","true","500","4","1","14","466"
"40","0.03","true","500","4","1","9","128"
"33","0.03","true","500","4","1","15","482"
"43","0.04","true","500","4","1","0","5"
"33","0.03","true","500","4","1","16","490"
"40","0.03","true","500","4","1","10","156"
"42","0.04","true","500","4","1","0","5"
"33","0.03","true","500","4","1","17","494"
"40","0.03","true","500","4","1","11","180"
"43","0.04","true","500","4","1","1","11"
"33","0.03","true","500","4","1","18","498"
"39","0.03","true","500","4","1","0","5"
"40","0.03","true","500","4","1","12","206"
"42","0.04","true","500","4","1","1","9"
"43","0.04","true","500","4","1","2","21"
"33","0.03","true","500","4","1","19","500"
"44","0.04","true","500","4","1","0","5"
"40","0.03","true","500","4","1","13","236"
"44","0.04","true","500","4","1","1","10"
"40","0.03","true","500","4","1","14","276"
"39","0.03","true","500","4","1","1","15"
"40","0.03","true","500","4","1","15","325"
"44","0.04","true","500","4","1","2","21"
"42","0.04","true","500","4","1","2","14"
"39","0.03","true","500","4","1","2","36"
"40","0.03","true","500","4","1","16","366"
"44","0.04","true","500","4","1","3","36"
"39","0.03","true","500","4","1","3","61"
"42","0.04","true","500","4","1","3","22"
"40","0.03","true","500","4","1","17","403"
"44","0.04","true","500","4","1","4","58"
"40","0.03","true","500","4","1","18","429"
"39","0.03","true","500","4","1","4","90"
"40","0.03","true","500","4","1","19","443"
"44","0.04","true","500","4","1","5","95"
"42","0.04","true","500","4","1","4","31"
"40","0.03","true","500","4","1","20","455"
"39","0.03","true","500","4","1","5","125"
"40","0.03","true","500","4","1","21","469"
"44","0.04","true","500","4","1","6","143"
"42","0.04","true","500","4","1","5","45"
"39","0.03","true","500","4","1","6","167"
"40","0.03","true","500","4","1","22","483"
"44","0.04","true","500","4","1","7","194"
"45","0.04","true","500","4","1","0","5"
"40","0.03","true","500","4","1","23","492"
"39","0.03","true","500","4","1","7","216"
"41","0.04","true","500","4","1","0","5"
"42","0.04","true","500","4","1","6","65"
"44","0.04","true","500","4","1","8","248"
"40","0.03","true","500","4","1","24","498"
"45","0.04","true","500","4","1","1","9"
"39","0.03","true","500","4","1","8","276"
"44","0.04","true","500","4","1","9","299"
"42","0.04","true","500","4","1","7","88"
"40","0.03","true","500","4","1","25","500"
"45","0.04","true","500","4","1","2","15"
"44","0.04","true","500","4","1","10","342"
"39","0.03","true","500","4","1","9","331"
"42","0.04","true","500","4","1","8","117"
"44","0.04","true","500","4","1","11","377"
"39","0.03","true","500","4","1","10","384"
"45","0.04","true","500","4","1","3","25"
"44","0.04","true","500","4","1","12","407"
"42","0.04","true","500","4","1","9","171"
"39","0.03","true","500","4","1","11","430"
"44","0.04","true","500","4","1","13","425"
"45","0.04","true","500","4","1","4","37"
"42","0.04","true","500","4","1","10","242"
"39","0.03","true","500","4","1","12","465"
"44","0.04","true","500","4","1","14","440"
"39","0.03","true","500","4","1","13","482"
"41","0.04","true","500","4","1","1","11"
"44","0.04","true","500","4","1","15","448"
"42","0.04","true","500","4","1","11","328"
"45","0.04","true","500","4","1","5","50"
"44","0.04","true","500","4","1","16","456"
"39","0.03","true","500","4","1","14","492"
"42","0.04","true","500","4","1","12","403"
"44","0.04","true","500","4","1","17","464"
"39","0.03","true","500","4","1","15","498"
"45","0.04","true","500","4","1","6","67"
"44","0.04","true","500","4","1","18","472"
"42","0.04","true","500","4","1","13","449"
"39","0.03","true","500","4","1","16","500"
"44","0.04","true","500","4","1","19","479"
"42","0.04","true","500","4","1","14","479"
"45","0.04","true","500","4","1","7","93"
"44","0.04","true","500","4","1","20","483"
"42","0.04","true","500","4","1","15","493"
"44","0.04","true","500","4","1","21","487"
"45","0.04","true","500","4","1","8","128"
"42","0.04","true","500","4","1","16","497"
"44","0.04","true","500","4","1","22","491"
"41","0.04","true","500","4","1","2","19"
"45","0.04","true","500","4","1","9","176"
"44","0.04","true","500","4","1","23","495"
"42","0.04","true","500","4","1","17","500"
"44","0.04","true","500","4","1","24","499"
"45","0.04","true","500","4","1","10","241"
"44","0.04","true","500","4","1","25","500"
"45","0.04","true","500","4","1","11","311"
"45","0.04","true","500","4","1","12","380"
"41","0.04","true","500","4","1","3","28"
"45","0.04","true","500","4","1","13","432"
"45","0.04","true","500","4","1","14","477"
"46","0.04","true","500","4","1","0","5"
"43","0.04","true","500","4","1","3","33"
"1","0","true","500","4","1","9","41"
"41","0.04","true","500","4","1","4","39"
"46","0.04","true","500","4","1","1","11"
"43","0.04","true","500","4","1","4","48"
"45","0.04","true","500","4","1","15","499"
"47","0.04","true","500","4","1","0","5"
"41","0.04","true","500","4","1","5","51"
"45","0.04","true","500","4","1","16","500"
"46","0.04","true","500","4","1","2","21"
"43","0.04","true","500","4","1","5","71"
"41","0.04","true","500","4","1","6","63"
"46","0.04","true","500","4","1","3","34"
"43","0.04","true","500","4","1","6","107"
"47","0.04","true","500","4","1","1","9"
"46","0.04","true","500","4","1","4","53"
"41","0.04","true","500","4","1","7","78"
"43","0.04","true","500","4","1","7","155"
"41","0.04","true","500","4","1","8","98"
"43","0.04","true","500","4","1","8","222"
"46","0.04","true","500","4","1","5","77"
"41","0.04","true","500","4","1","9","125"
"43","0.04","true","500","4","1","9","298"
"46","0.04","true","500","4","1","6","110"
"41","0.04","true","500","4","1","10","162"
"43","0.04","true","500","4","1","10","374"
"46","0.04","true","500","4","1","7","152"
"41","0.04","true","500","4","1","11","208"
"43","0.04","true","500","4","1","11","438"
"46","0.04","true","500","4","1","8","201"
"41","0.04","true","500","4","1","12","261"
"43","0.04","true","500","4","1","12","471"
"41","0.04","true","500","4","1","13","325"
"46","0.04","true","500","4","1","9","257"
"48","0.04","true","500","4","1","0","5"
"43","0.04","true","500","4","1","13","491"
"41","0.04","true","500","4","1","14","383"
"46","0.04","true","500","4","1","10","312"
"43","0.04","true","500","4","1","14","499"
"41","0.04","true","500","4","1","15","428"
"47","0.04","true","500","4","1","2","16"
"43","0.04","true","500","4","1","15","500"
"46","0.04","true","500","4","1","11","378"
"50","0.04","true","500","4","1","0","5"
"48","0.04","true","500","4","1","1","10"
"41","0.04","true","500","4","1","16","457"
"46","0.04","true","500","4","1","12","434"
"41","0.04","true","500","4","1","17","473"
"46","0.04","true","500","4","1","13","457"
"41","0.04","true","500","4","1","18","482"
"46","0.04","true","500","4","1","14","473"
"41","0.04","true","500","4","1","19","488"
"48","0.04","true","500","4","1","2","19"
"46","0.04","true","500","4","1","15","482"
"41","0.04","true","500","4","1","20","492"
"47","0.04","true","500","4","1","3","24"
"46","0.04","true","500","4","1","16","490"
"41","0.04","true","500","4","1","21","496"
"46","0.04","true","500","4","1","17","498"
"48","0.04","true","500","4","1","3","31"
"50","0.04","true","500","4","1","1","9"
"41","0.04","true","500","4","1","22","500"
"47","0.04","true","500","4","1","4","36"
"46","0.04","true","500","4","1","18","500"
"48","0.04","true","500","4","1","4","47"
"50","0.04","true","500","4","1","2","16"
"47","0.04","true","500","4","1","5","60"
